real_region	n_bins	null_chrom	null_start	p_combined
NEGCTL_3flanking_silent	850	chr17	12479600	6.96853e-05
NEGCTL_3flanking_silent	850	chr4	37490200	0.796662
NEGCTL_3flanking_silent	850	chr8	6296400	0.218224
NEGCTL_3flanking_silent	850	chr6	45935400	0.645644
NEGCTL_3flanking_silent	850	chr12	98931400	0.132706
NEGCTL_3flanking_silent	850	chr5	30688600	0.845296
NEGCTL_3flanking_silent	850	chr5	142529600	0.295566
NEGCTL_3flanking_silent	850	chr10	117655600	0.579719
NEGCTL_3flanking_silent	850	chr17	23668000	0.965055
NEGCTL_3flanking_silent	850	chr3	84983800	0.0715259
NEGCTL_3flanking_silent	850	chr7	8134800	0.642953
NEGCTL_3flanking_silent	850	chr19	9226400	0.771821
NEGCTL_3flanking_silent	850	chr13	105476800	0.095
NEGCTL_3flanking_silent	850	chr16	22255200	0.250708
NEGCTL_3flanking_silent	850	chr8	114787800	1
NEGCTL_3flanking_silent	850	chr5	6150800	0.872255
NEGCTL_3flanking_silent	850	chr9	96245800	0.323105
NEGCTL_3flanking_silent	850	chr6	130519400	0.291887
NEGCTL_3flanking_silent	850	chr13	11136200	0.871975
NEGCTL_3flanking_silent	850	chr4	966200	1
NEGCTL_3flanking_silent	850	chr4	145460200	3.33176e-13
NEGCTL_3flanking_silent	850	chr2	12566800	0.893512
NEGCTL_3flanking_silent	850	chr2	149457800	0.279018
NEGCTL_3flanking_silent	850	chr3	60112600	0.0975358
NEGCTL_3flanking_silent	850	chr16	59566400	0.847627
NEGCTL_3flanking_silent	850	chr3	46481200	0.150853
NEGCTL_3flanking_silent	850	chr12	37060200	0.163944
NEGCTL_3flanking_silent	850	chr18	45556400	0.0771817
NEGCTL_3flanking_silent	850	chr2	91428800	0.00545559
NEGCTL_3flanking_silent	850	chr1	34069000	0.881842
NEGCTL_3flanking_silent	850	chr2	42733400	0.0913959
NEGCTL_3flanking_silent	850	chr11	116870000	0.0798286
NEGCTL_3flanking_silent	850	chr10	16706000	0.651847
NEGCTL_3flanking_silent	850	chr11	93365400	0.700442
NEGCTL_3flanking_silent	850	chr3	93185800	0.15219
NEGCTL_3flanking_silent	850	chr12	4498200	0.571703
NEGCTL_3flanking_silent	850	chr13	86059200	0.441434
NEGCTL_3flanking_silent	850	chr2	79898200	0.357864
NEGCTL_3flanking_silent	850	chr17	13032400	0.416709
NEGCTL_3flanking_silent	850	chr6	143479400	0.00354129
NEGCTL_3flanking_silent	850	chr10	40621600	0.000121748
NEGCTL_3flanking_silent	850	chr9	40220200	0.792789
NEGCTL_3flanking_silent	850	chr5	145015800	0.171066
NEGCTL_3flanking_silent	850	chr17	46305800	0.000622609
NEGCTL_3flanking_silent	850	chr8	4368200	0.467174
NEGCTL_3flanking_silent	850	chr9	104860200	0.011139
NEGCTL_3flanking_silent	850	chr2	20464800	0.580283
NEGCTL_3flanking_silent	850	chr7	3688600	0.346392
NEGCTL_3flanking_silent	850	chr14	117725800	1
NEGCTL_3flanking_silent	850	chr17	67945800	0.359961
NEGCTL_3flanking_silent	850	chr10	104964800	0.0226228
NEGCTL_3flanking_silent	850	chr12	100171400	0.63844
NEGCTL_3flanking_silent	850	chr2	4717400	0.0606033
NEGCTL_3flanking_silent	850	chr15	26541800	0.75998
NEGCTL_3flanking_silent	850	chr4	123433600	0.63325
NEGCTL_3flanking_silent	850	chr8	99391800	0.654235
NEGCTL_3flanking_silent	850	chr16	57912600	0.869436
NEGCTL_3flanking_silent	850	chr14	37567600	0.814943
NEGCTL_3flanking_silent	850	chr6	63104800	0.527745
NEGCTL_3flanking_silent	850	chr7	18114600	0.133446
NEGCTL_3flanking_silent	850	chr16	63161000	0.867643
NEGCTL_3flanking_silent	850	chr7	76054600	1
NEGCTL_3flanking_silent	850	chr4	40020400	0.101893
NEGCTL_3flanking_silent	850	chr13	100024200	0.611575
NEGCTL_3flanking_silent	850	chr2	146614400	0.507172
NEGCTL_3flanking_silent	850	chr1	92511400	0.0129953
NEGCTL_3flanking_silent	850	chr2	109228800	0.00143179
NEGCTL_3flanking_silent	850	chr15	32950600	0.159345
NEGCTL_3flanking_silent	850	chr2	56077000	0.00119297
NEGCTL_3flanking_silent	850	chr17	56998200	0.606768
NEGCTL_3flanking_silent	850	chr5	25205000	0.0669514
NEGCTL_3flanking_silent	850	chr3	74206200	0.949705
NEGCTL_3flanking_silent	850	chr1	24734000	0.266154
NEGCTL_3flanking_silent	850	chr1	40360000	0.084362
NEGCTL_3flanking_silent	850	chr1	36270000	0.54013
NEGCTL_3flanking_silent	850	chr14	63563800	0.432249
NEGCTL_3flanking_silent	850	chr6	122068600	0.693875
NEGCTL_3flanking_silent	850	chr10	41578000	0.78029
NEGCTL_3flanking_silent	850	chr16	76763800	0.00735357
NEGCTL_3flanking_silent	850	chr1	166312200	0.266232
NEGCTL_3flanking_silent	850	chr3	141686800	0.300408
NEGCTL_3flanking_silent	850	chr4	38206600	0.803225
NEGCTL_3flanking_silent	850	chr14	118144600	1.05712e-12
NEGCTL_3flanking_silent	850	chr1	81969800	0.735774
NEGCTL_3flanking_silent	850	chr6	136869400	0.0331511
NEGCTL_3flanking_silent	850	chr2	94968800	0.930769
NEGCTL_3flanking_silent	850	chr15	12289800	0.816905
NEGCTL_3flanking_silent	850	chr17	5034800	0.81745
NEGCTL_3flanking_silent	850	chr2	152030800	0.0164274
NEGCTL_3flanking_silent	850	chr17	79426400	0.354305
NEGCTL_3flanking_silent	850	chr19	20849000	0.299736
NEGCTL_3flanking_silent	850	chr12	95424800	0.368421
NEGCTL_3flanking_silent	850	chr9	77169600	0.429298
NEGCTL_3flanking_silent	850	chr2	142233400	0.331523
NEGCTL_3flanking_silent	850	chr8	42475800	0.959571
NEGCTL_3flanking_silent	850	chr15	53209600	0.0965107
NEGCTL_3flanking_silent	850	chr7	111921800	0.0709783
NEGCTL_3flanking_silent	850	chr9	49068000	0.559434
NEGCTL_3flanking_silent	850	chr4	12027000	0.0188986
NEGCTL_3flanking_silent	850	chr10	19883200	0.864146
NEGCTL_3flanking_silent	850	chr7	88535600	0.00346711
NEGCTL_3flanking_silent	850	chr6	36626600	0.914719
NEGCTL_3flanking_silent	850	chr6	110401600	0.798883
NEGCTL_3flanking_silent	850	chr6	49496400	0.39183
NEGCTL_3flanking_silent	850	chr11	28306400	0.739813
NEGCTL_3flanking_silent	850	chr18	26016600	0.599948
NEGCTL_3flanking_silent	850	chr17	79088200	0.562611
NEGCTL_3flanking_silent	850	chr5	72791000	0.568968
NEGCTL_3flanking_silent	850	chr8	123490200	0.815763
NEGCTL_3flanking_silent	850	chr9	104431400	0.763658
NEGCTL_3flanking_silent	850	chr12	64789400	0.329004
NEGCTL_3flanking_silent	850	chr9	65339400	0.160902
NEGCTL_3flanking_silent	850	chr5	29153400	0.342003
NEGCTL_3flanking_silent	850	chr3	118228800	0.391922
NEGCTL_3flanking_silent	850	chr11	60989600	0.0492804
NEGCTL_3flanking_silent	850	chr2	156438800	0.871461
NEGCTL_3flanking_silent	850	chr14	79600400	0.260772
NEGCTL_3flanking_silent	850	chr13	13885400	0.0602758
NEGCTL_3flanking_silent	850	chr2	96265200	0.0416309
NEGCTL_3flanking_silent	850	chr2	169388000	0.0340217
NEGCTL_3flanking_silent	850	chr18	15995800	0.401804
NEGCTL_3flanking_silent	850	chr14	99385600	0.104108
NEGCTL_3flanking_silent	850	chr12	117573200	0.960832
NEGCTL_3flanking_silent	850	chr18	70674000	0.948329
NEGCTL_3flanking_silent	850	chr4	112522400	0.174685
NEGCTL_3flanking_silent	850	chr2	107305400	0.872286
NEGCTL_3flanking_silent	850	chr14	22130800	0.974904
NEGCTL_3flanking_silent	850	chr8	22761400	0.701692
NEGCTL_3flanking_silent	850	chr14	59167800	0.285458
NEGCTL_3flanking_silent	850	chr8	58884400	0.439317
NEGCTL_3flanking_silent	850	chr13	109713000	0.881726
NEGCTL_3flanking_silent	850	chr10	103666800	0.680565
NEGCTL_3flanking_silent	850	chr14	19687800	0.121274
NEGCTL_3flanking_silent	850	chr2	168181000	0.378721
NEGCTL_3flanking_silent	850	chr2	130479000	0.87254
NEGCTL_3flanking_silent	850	chr9	10854600	0.180958
NEGCTL_3flanking_silent	850	chr7	131761800	0.27053
NEGCTL_3flanking_silent	850	chr11	93121200	0.520091
NEGCTL_3flanking_silent	850	chr5	110906000	0.293152
NEGCTL_3flanking_silent	850	chr13	106460600	0.871907
NEGCTL_3flanking_silent	850	chr4	123148400	0.138877
NEGCTL_3flanking_silent	850	chr5	56420800	0.865636
NEGCTL_3flanking_silent	850	chr3	151249800	0.00900508
NEGCTL_3flanking_silent	850	chr17	14553000	0.148492
NEGCTL_3flanking_silent	850	chr7	105452800	0.642512
NEGCTL_3flanking_silent	850	chr13	45873600	0.273134
NEGCTL_3flanking_silent	850	chr8	121874000	0.814796
NEGCTL_3flanking_silent	850	chr12	109692600	0.000354802
NEGCTL_3flanking_silent	850	chr10	18848800	0.00232622
NEGCTL_3flanking_silent	850	chr19	22023200	0.703057
NEGCTL_3flanking_silent	850	chr11	103497200	0.0076875
NEGCTL_3flanking_silent	850	chr2	172407400	0.608281
NEGCTL_3flanking_silent	850	chr15	89335600	0.830685
NEGCTL_3flanking_silent	850	chr2	114625400	0.751333
NEGCTL_3flanking_silent	850	chr14	4233600	0.26253
NEGCTL_3flanking_silent	850	chr1	133371200	0.795789
NEGCTL_3flanking_silent	850	chr7	105061600	0.376062
NEGCTL_3flanking_silent	850	chr5	124477200	0.866021
NEGCTL_3flanking_silent	850	chr7	47474600	0.097408
NEGCTL_3flanking_silent	850	chr5	66794800	0.0131769
NEGCTL_3flanking_silent	850	chr17	68648400	0.247151
NEGCTL_3flanking_silent	850	chr2	141262600	0.925446
NEGCTL_3flanking_silent	850	chr19	3168600	0.631657
NEGCTL_3flanking_silent	850	chr5	133626200	0.669274
NEGCTL_3flanking_silent	850	chr15	4907000	0.742432
NEGCTL_3flanking_silent	850	chr19	7610800	0.0419301
NEGCTL_3flanking_silent	850	chr9	18116600	0.865358
NEGCTL_3flanking_silent	850	chr2	122026400	0.575101
NEGCTL_3flanking_silent	850	chr1	173936600	0.0996108
NEGCTL_3flanking_silent	850	chr4	70871000	0.868858
NEGCTL_3flanking_silent	850	chr12	17497800	0.634169
NEGCTL_3flanking_silent	850	chr3	2662000	1
NEGCTL_3flanking_silent	850	chr9	110770400	0.434991
NEGCTL_3flanking_silent	850	chr1	1078000	1
NEGCTL_3flanking_silent	850	chr1	2455200	1
NEGCTL_3flanking_silent	850	chr14	119635200	0.509034
NEGCTL_3flanking_silent	850	chr4	125764800	0.0281915
NEGCTL_3flanking_silent	850	chr15	25436400	0.491618
NEGCTL_3flanking_silent	850	chr12	8609600	5.09635e-07
NEGCTL_3flanking_silent	850	chr17	13021000	7.69501e-05
NEGCTL_3flanking_silent	850	chr11	93319400	0.470921
NEGCTL_3flanking_silent	850	chr15	47665400	0.610438
NEGCTL_3flanking_silent	850	chr3	6625600	0.649485
NEGCTL_3flanking_silent	850	chr2	125524800	0.0293962
NEGCTL_3flanking_silent	850	chr13	59932200	0.655544
NEGCTL_3flanking_silent	850	chr9	10848200	0.174264
NEGCTL_3flanking_silent	850	chr3	134440000	0.642181
NEGCTL_3flanking_silent	850	chr13	7137200	0.171533
NEGCTL_3flanking_silent	850	chr4	31855000	0.257264
NEGCTL_3flanking_silent	850	chr11	63058400	0.588688
NEGCTL_3flanking_silent	850	chr14	121959800	0.810474
NEGCTL_3flanking_silent	850	chr1	15768600	0.975062
NEGCTL_3flanking_silent	850	chr1	121202400	0.00201043
NEGCTL_3flanking_silent	850	chr16	43956200	0.872516
NEGCTL_3flanking_silent	850	chr3	114245600	0.858734
NEGCTL_3flanking_silent	850	chr2	139684400	0.150688
NEGCTL_3flanking_silent	850	chr19	13584000	0.223455
NEGCTL_3flanking_silent	850	chr7	78333000	0.342699
NEGCTL_3flanking_silent	850	chr9	98054400	0.348901
NEGCTL_3flanking_silent	850	chr18	14438400	0.0167395
NEGCTL_3flanking_silent	850	chr5	62436400	0.0837376
NEGCTL_3flanking_silent	850	chr11	69975600	0.834615
NEGCTL_3flanking_silent	850	chr9	54186800	0.444111
NEGCTL_3flanking_silent	850	chr2	171136800	0.643654
NEGCTL_3flanking_silent	850	chr10	89044400	0.104489
NEGCTL_3flanking_silent	850	chr10	52204200	0.0327785
NEGCTL_3flanking_silent	850	chr2	175872400	1
NEGCTL_3flanking_silent	850	chr4	21817000	0.000578314
NEGCTL_3flanking_silent	850	chr5	91711000	0.510995
NEGCTL_3flanking_silent	850	chr9	120420200	0.739361
NEGCTL_3flanking_silent	850	chr7	61095800	0.522127
NEGCTL_3flanking_silent	850	chr3	151135000	0.370999
NEGCTL_3flanking_silent	850	chr5	89308600	0.620649
NEGCTL_3flanking_silent	850	chr1	58635400	0.0896304
NEGCTL_3flanking_silent	850	chr10	54974800	0.833965
NEGCTL_3flanking_silent	850	chr4	16137400	0.00288428
NEGCTL_3flanking_silent	850	chr8	72786400	0.155433
NEGCTL_3flanking_silent	850	chr11	65327400	0.56139
NEGCTL_3flanking_silent	850	chr9	79464600	0.296041
NEGCTL_3flanking_silent	850	chr5	37962200	0.843709
NEGCTL_3flanking_silent	850	chr8	99923400	0.294438
NEGCTL_3flanking_silent	850	chr7	75705600	0.642953
NEGCTL_3flanking_silent	850	chr6	94292400	0.014894
NEGCTL_3flanking_silent	850	chr10	104233800	0.562609
NEGCTL_3flanking_silent	850	chr16	71778200	0.867914
NEGCTL_3flanking_silent	850	chr17	79660400	0.758372
NEGCTL_3flanking_silent	850	chr8	65763400	0.0668265
NEGCTL_3flanking_silent	850	chr12	30947600	0.136001
NEGCTL_3flanking_silent	850	chr15	32609200	0.62316
NEGCTL_3flanking_silent	850	chr10	7800600	0.41735
NEGCTL_3flanking_silent	850	chr1	23375200	0.749796
NEGCTL_3flanking_silent	850	chr15	85411400	0.69873
NEGCTL_3flanking_silent	850	chr4	9710800	0.00730325
NEGCTL_3flanking_silent	850	chr5	72842400	0.507224
NEGCTL_3flanking_silent	850	chr5	27957200	1.10067e-07
NEGCTL_3flanking_silent	850	chr13	106005000	0.872326
NEGCTL_3flanking_silent	850	chr15	3745000	0.202879
NEGCTL_3flanking_silent	850	chr15	42039400	0.120148
NEGCTL_3flanking_silent	850	chr3	59028600	0.872538
NEGCTL_3flanking_silent	850	chr14	83187200	0.329695
NEGCTL_3flanking_silent	850	chr6	20307000	0.415154
NEGCTL_3flanking_silent	850	chr18	7908200	0.386853
NEGCTL_3flanking_silent	850	chr12	116851800	0.800558
NEGCTL_3flanking_silent	850	chr5	115297400	0.213371
NEGCTL_3flanking_silent	850	chr11	84445800	0.939253
NEGCTL_3flanking_silent	850	chr6	137863400	0.531429
NEGCTL_3flanking_silent	850	chr1	123583200	0.665357
NEGCTL_3flanking_silent	850	chr3	119856800	0.48792
NEGCTL_3flanking_silent	850	chr3	83182200	0.974265
NEGCTL_3flanking_silent	850	chr3	66083200	0.747876
NEGCTL_3flanking_silent	850	chr19	51263000	0.378604
NEGCTL_3flanking_silent	850	chr8	27130800	0.816492
NEGCTL_3flanking_silent	850	chr19	49470200	0.827198
NEGCTL_3flanking_silent	850	chr2	91932600	0.266102
NEGCTL_3flanking_silent	850	chr2	150769400	1
NEGCTL_3flanking_silent	850	chr7	107694800	0.472815
NEGCTL_3flanking_silent	850	chr10	118569200	0.0386059
NEGCTL_3flanking_silent	850	chr3	24189200	0.60223
NEGCTL_3flanking_silent	850	chr17	87159000	0.195758
NEGCTL_3flanking_silent	850	chr4	9425000	0.756154
NEGCTL_3flanking_silent	850	chr5	30993200	0.649573
NEGCTL_3flanking_silent	850	chr14	60100000	0.89037
NEGCTL_3flanking_silent	850	chr10	4269000	0.969641
NEGCTL_3flanking_silent	850	chr4	130634400	0.647067
NEGCTL_3flanking_silent	850	chr9	105054400	0.71908
NEGCTL_3flanking_silent	850	chr9	51614000	0.00396542
NEGCTL_3flanking_silent	850	chr13	79623600	0.544903
NEGCTL_3flanking_silent	850	chr1	141027000	0.299313
NEGCTL_3flanking_silent	850	chr8	47858400	0.638252
NEGCTL_3flanking_silent	850	chr5	140640200	1
NEGCTL_3flanking_silent	850	chr10	108479200	0.632534
NEGCTL_3flanking_silent	850	chr13	81829000	0.372967
NEGCTL_3flanking_silent	850	chr10	109430200	0.867355
NEGCTL_3flanking_silent	850	chr17	28891600	0.43722
NEGCTL_3flanking_silent	850	chr15	59739000	0.811251
NEGCTL_3flanking_silent	850	chr5	86807200	0.0726286
NEGCTL_3flanking_silent	850	chr8	65755400	0.0247712
NEGCTL_3flanking_silent	850	chr2	4145000	0.708531
NEGCTL_3flanking_silent	850	chr17	39223800	0.778097
NEGCTL_3flanking_silent	850	chr9	47574800	0.243792
NEGCTL_3flanking_silent	850	chr5	28679000	0.879856
NEGCTL_3flanking_silent	850	chr3	41635800	0.00179372
NEGCTL_3flanking_silent	850	chr17	3797600	0.112924
NEGCTL_3flanking_silent	850	chr7	60648400	0.0692718
NEGCTL_3flanking_silent	850	chr14	38896000	0.309241
NEGCTL_3flanking_silent	850	chr1	81257800	0.0422593
NEGCTL_3flanking_silent	850	chr11	34631800	0.967033
NEGCTL_3flanking_silent	850	chr9	87836800	0.882963
NEGCTL_3flanking_silent	850	chr9	120856800	0.572931
NEGCTL_3flanking_silent	850	chr10	128069800	1
NEGCTL_3flanking_silent	850	chr17	71239200	0.029256
NEGCTL_3flanking_silent	850	chr13	34464000	0.233885
NEGCTL_3flanking_silent	850	chr16	7441000	0.0976781
NEGCTL_3flanking_silent	850	chr13	14440800	0.756199
NEGCTL_3flanking_silent	850	chr7	92843600	0.12769
NEGCTL_3flanking_silent	850	chr9	67734200	0.862972
NEGCTL_3flanking_silent	850	chr18	12185800	0.399404
NEGCTL_3flanking_silent	850	chr5	146702800	0.790771
NEGCTL_3flanking_silent	850	chr13	115255800	0.469144
NEGCTL_3flanking_silent	850	chr6	112419400	0.184701
NEGCTL_3flanking_silent	850	chr2	56099000	0.00184616
NEGCTL_3flanking_silent	850	chr12	5221800	0.464459
NEGCTL_3flanking_silent	850	chr10	112125600	0.167349
NEGCTL_3flanking_silent	850	chr10	42593200	0.231094
NEGCTL_3flanking_silent	850	chr7	140822600	0.959324
NEGCTL_3flanking_silent	850	chr12	78862200	0.789433
NEGCTL_3flanking_silent	850	chr8	11321400	0.610294
NEGCTL_3flanking_silent	850	chr12	31622800	0.0738648
NEGCTL_3flanking_silent	850	chr15	94084600	0.0570107
NEGCTL_3flanking_silent	850	chr1	13152400	1
NEGCTL_3flanking_silent	850	chr1	71785600	0.486821
NEGCTL_3flanking_silent	850	chr2	167876000	0.443059
NEGCTL_3flanking_silent	850	chr11	80698000	0.945063
NEGCTL_3flanking_silent	850	chr12	1411200	1
NEGCTL_3flanking_silent	850	chr13	104223000	2.6015e-10
NEGCTL_3flanking_silent	850	chr12	44688800	0.0822082
NEGCTL_3flanking_silent	850	chr4	8453600	0.0912102
NEGCTL_3flanking_silent	850	chr9	31069800	2.41921e-09
NEGCTL_3flanking_silent	850	chr1	166861200	0.0599964
NEGCTL_3flanking_silent	850	chr10	33764800	0.233504
NEGCTL_3flanking_silent	850	chr1	131653600	0.525055
NEGCTL_3flanking_silent	850	chr6	105463800	0.696572
NEGCTL_3flanking_silent	850	chr11	107738200	0.181616
NEGCTL_3flanking_silent	850	chr4	65213600	0.359158
NEGCTL_3flanking_silent	850	chr6	126607400	0.752772
NEGCTL_3flanking_silent	850	chr15	93040200	0.332716
NEGCTL_3flanking_silent	850	chr14	36960800	0.00010993
NEGCTL_3flanking_silent	850	chr6	19258000	1
NEGCTL_3flanking_silent	850	chr16	29034600	0.7456
NEGCTL_3flanking_silent	850	chr3	107030400	0.859368
NEGCTL_3flanking_silent	850	chr5	15012200	1
NEGCTL_3flanking_silent	850	chr11	52947800	0.293852
NEGCTL_3flanking_silent	850	chr19	49271600	0.679666
NEGCTL_3flanking_silent	850	chr5	116398800	0.245084
NEGCTL_3flanking_silent	850	chr2	74400600	0.0699857
NEGCTL_3flanking_silent	850	chr14	25198200	0.81684
NEGCTL_3flanking_silent	850	chr11	119142600	0.817446
NEGCTL_3flanking_silent	850	chr14	9771800	0.157323
NEGCTL_3flanking_silent	850	chr17	38751200	0.380955
NEGCTL_3flanking_silent	850	chr10	45899000	0.613618
NEGCTL_3flanking_silent	850	chr6	20703400	0.4066
NEGCTL_3flanking_silent	850	chr1	69135600	0.0297549
NEGCTL_3flanking_silent	850	chr1	39002000	0.0131766
NEGCTL_3flanking_silent	850	chr7	139825400	0.710026
NEGCTL_3flanking_silent	850	chr5	95381400	0.533411
NEGCTL_3flanking_silent	850	chr7	126480400	0.505041
NEGCTL_3flanking_silent	850	chr13	61353600	0.718341
NEGCTL_3flanking_silent	850	chr5	82370800	0.866021
NEGCTL_3flanking_silent	850	chr16	38566800	0.539173
NEGCTL_3flanking_silent	850	chr5	35125600	0.499509
NEGCTL_3flanking_silent	850	chr17	30318400	0.0856953
NEGCTL_3flanking_silent	850	chr13	63994000	0.175759
NEGCTL_3flanking_silent	850	chr14	77829400	0.411185
NEGCTL_3flanking_silent	850	chr5	99613200	0.0223849
NEGCTL_3flanking_silent	850	chr4	46596800	0.293707
NEGCTL_3flanking_silent	850	chr3	51229000	0.172421
NEGCTL_3flanking_silent	850	chr16	2852600	1
NEGCTL_3flanking_silent	850	chr8	37330400	0.787539
NEGCTL_3flanking_silent	850	chr12	69747200	0.000577549
NEGCTL_3flanking_silent	850	chr7	112412200	0.881726
NEGCTL_3flanking_silent	850	chr10	123079200	0.580616
