real_region	n_bins	rand_start	rand_end	p_spatial	p_directional	p_combined
Ebeta_Trbv31_CBE3	32	41630800	41650200	1	1	1
Ebeta_Trbv31_CBE3	32	41562200	41569000	7.29222e-07	4.56552e-09	1.14314e-13
Ebeta_Trbv31_CBE3	32	40809800	40824600	1	1	1
Ebeta_Trbv31_CBE3	32	40923200	40938600	1	1	1
Ebeta_Trbv31_CBE3	32	40916200	40931200	1	1	1
Ebeta_Trbv31_CBE3	32	40861600	40875200	1	1	1
Ebeta_Trbv31_CBE3	32	41610600	41621200	1	1	1
Ebeta_Trbv31_CBE3	32	41630000	41649600	1	1	1
Ebeta_Trbv31_CBE3	32	41603000	41610600	0.9346	0.253658	0.578308
Ebeta_Trbv31_CBE3	32	40935800	40953200	1	1	1
Ebeta_Trbv31_CBE3	32	41590800	41597600	6.14173e-18	3.23953e-16	1.51804e-31
Ebeta_Trbv31_CBE3	32	40954200	40999000	1	1	1
Ebeta_Trbv31_CBE3	32	41007600	41020200	1	1	1
Ebeta_Trbv31_CBE3	32	41593000	41599600	7.28865e-16	5.03482e-15	2.52393e-28
Ebeta_Trbv31_CBE3	32	41664000	41677600	0.9346	0.746342	0.948788
Ebeta_Trbv31_CBE3	32	40922800	40937200	1	1	1
Ebeta_Trbv31_CBE3	32	41597000	41603400	7.40193e-15	1.98488e-14	9.56266e-27
Ebeta_Trbv31_CBE3	32	40958000	41003600	1	1	1
Ebeta_Trbv31_CBE3	32	40924800	40939800	1	1	1
Ebeta_Trbv31_CBE3	32	40938400	40954800	1	1	1
Ebeta_Trbv31_CBE3	32	41669800	41685800	0.9346	0.746342	0.948788
Ebeta_Trbv31_CBE3	32	40815400	40832000	1	1	1
Ebeta_Trbv31_CBE3	32	41645600	41664800	1	1	1
Ebeta_Trbv31_CBE3	32	40845200	40859400	1	1	1
Ebeta_Trbv31_CBE3	32	41595800	41602400	7.28865e-16	5.03482e-15	2.52393e-28
Ebeta_Trbv31_CBE3	32	40964600	41010800	1	1	1
Ebeta_Trbv31_CBE3	32	41579800	41586400	7.28865e-16	5.03482e-15	2.52393e-28
Ebeta_Trbv31_CBE3	32	41569400	41576200	5.27099e-19	8.21735e-17	3.47048e-33
Ebeta_Trbv31_CBE3	32	40856200	40870800	1	1	1
Ebeta_Trbv31_CBE3	32	40864400	40878200	1	1	1
Ebeta_Trbv31_CBE3	32	40818400	40837400	1	1	1
Ebeta_Trbv31_CBE3	32	41567200	41574000	7.28865e-16	5.03482e-15	2.52393e-28
Ebeta_Trbv31_CBE3	32	41589800	41596400	5.27099e-19	8.21735e-17	3.47048e-33
Ebeta_Trbv31_CBE3	32	41589000	41595600	6.84559e-17	1.27712e-15	6.3397e-30
Ebeta_Trbv31_CBE3	32	41669200	41683800	0.9346	0.746342	0.948788
Ebeta_Trbv31_CBE3	32	40959000	41004800	1	1	1
Ebeta_Trbv31_CBE3	32	41587800	41594400	6.84559e-17	1.27712e-15	6.3397e-30
Ebeta_Trbv31_CBE3	32	41667200	41683400	0.9346	0.746342	0.948788
Ebeta_Trbv31_CBE3	32	40914200	40929200	1	1	1
Ebeta_Trbv31_CBE3	32	41291200	41307200	1	1	1
Ebeta_Trbv31_CBE3	32	41024200	41039000	1	1	1
Ebeta_Trbv31_CBE3	32	40852600	40866400	1	1	1
Ebeta_Trbv31_CBE3	32	41606400	41614400	0.9346	0.253658	0.578308
Ebeta_Trbv31_CBE3	32	40828200	40842200	1	1	1
Ebeta_Trbv31_CBE3	32	41662400	41675800	0.9346	0.746342	0.948788
Ebeta_Trbv31_CBE3	32	40814000	40829400	1	1	1
Ebeta_Trbv31_CBE3	32	41649800	41669800	1	1	1
Ebeta_Trbv31_CBE3	32	40955200	41001000	1	1	1
Ebeta_Trbv31_CBE3	32	41610400	41621000	1	1	1
Ebeta_Trbv31_CBE3	32	40808600	40824200	1	1	1
Ebeta_Trbv31_CBE3	32	41594000	41600600	7.40193e-15	1.98488e-14	9.56266e-27
Ebeta_Trbv31_CBE3	32	41600200	41607600	0.000439942	1.10279e-06	1.08903e-08
Ebeta_Trbv31_CBE3	32	41583200	41589800	7.28865e-16	5.03482e-15	2.52393e-28
Ebeta_Trbv31_CBE3	32	41001000	41014400	1	1	1
Ebeta_Trbv31_CBE3	32	40922000	40936600	1	1	1
Ebeta_Trbv31_CBE3	32	41621600	41642600	1	1	1
Ebeta_Trbv31_CBE3	32	41577600	41584400	7.15806e-14	7.82502e-14	3.44175e-25
Ebeta_Trbv31_CBE3	32	41585200	41591600	7.40193e-15	1.98488e-14	9.56266e-27
Ebeta_Trbv31_CBE3	32	41593400	41600000	7.40193e-15	1.98488e-14	9.56266e-27
Ebeta_Trbv31_CBE3	32	41017600	41034600	1	1	1
Ebeta_Trbv31_CBE3	32	41604800	41612200	0.9346	0.253658	0.578308
Ebeta_Trbv31_CBE3	32	41591400	41598200	7.28865e-16	5.03482e-15	2.52393e-28
Ebeta_Trbv31_CBE3	32	40818600	40837600	1	1	1
Ebeta_Trbv31_CBE3	32	41567400	41574200	6.84559e-17	1.27712e-15	6.3397e-30
Ebeta_Trbv31_CBE3	32	40951400	40964800	1	1	1
Ebeta_Trbv31_CBE3	32	40950600	40963800	1	1	1
Ebeta_Trbv31_CBE3	32	41582800	41589400	6.14173e-18	3.23953e-16	1.51804e-31
Ebeta_Trbv31_CBE3	32	41657200	41673600	0.9346	0.746342	0.948788
Ebeta_Trbv31_CBE3	32	40954600	41000200	1	1	1
Ebeta_Trbv31_CBE3	32	41579600	41586200	7.28865e-16	5.03482e-15	2.52393e-28
Ebeta_Trbv31_CBE3	32	41627600	41648200	1	1	1
Ebeta_Trbv31_CBE3	32	41673200	41689600	1	1	1
Ebeta_Trbv31_CBE3	32	41670200	41686000	0.9346	0.746342	0.948788
