real_region	n_bins	null_chrom	null_start	p_combined
Trbv1	125	chr7	135654200	1
Trbv1	125	chr6	19712400	1
Trbv1	125	chr8	93880200	1
Trbv1	125	chr17	34235800	1
Trbv1	125	chr10	101421800	1
Trbv1	125	chr6	97298600	3.4037e-13
Trbv1	125	chr11	120161400	1
Trbv1	125	chr18	38099600	1
Trbv1	125	chr15	12517400	0.00987753
Trbv1	125	chr9	15203000	1
Trbv1	125	chr14	15954000	1
Trbv1	125	chr11	66621400	1
Trbv1	125	chr7	1991400	1
Trbv1	125	chr15	44659600	0.128438
Trbv1	125	chr7	42778200	1
Trbv1	125	chr7	2161400	1
Trbv1	125	chr17	29066800	1
Trbv1	125	chr12	65479200	1
Trbv1	125	chr19	7465000	1
Trbv1	125	chr16	66907600	1
Trbv1	125	chr15	29526600	1
Trbv1	125	chr2	121061000	1
Trbv1	125	chr9	123761200	1
Trbv1	125	chr9	77954800	1
Trbv1	125	chr16	8963000	1
Trbv1	125	chr1	48267600	1
Trbv1	125	chr2	44098000	1
Trbv1	125	chr12	96428600	1
Trbv1	125	chr17	19058400	1
Trbv1	125	chr9	112890800	1
Trbv1	125	chr1	7263400	1
Trbv1	125	chr1	159657200	1
Trbv1	125	chr12	72283400	1
Trbv1	125	chr4	44791400	0.501229
Trbv1	125	chr1	165692400	1
Trbv1	125	chr12	110698800	1
Trbv1	125	chr11	100185000	1
Trbv1	125	chr1	163261600	1
Trbv1	125	chr3	18669800	1
Trbv1	125	chr10	16803800	1
Trbv1	125	chr13	65963400	1
Trbv1	125	chr15	65754800	1
Trbv1	125	chr3	117004200	1
Trbv1	125	chr3	2711000	1
Trbv1	125	chr11	33032200	1
Trbv1	125	chr19	45482400	1
Trbv1	125	chr1	119247200	1
Trbv1	125	chr14	816800	1
Trbv1	125	chr16	4790400	1
Trbv1	125	chr11	50138000	1
Trbv1	125	chr2	32140200	1
Trbv1	125	chr3	156637400	1
Trbv1	125	chr7	79276800	1
Trbv1	125	chr9	97079000	1
Trbv1	125	chr14	56233400	1
Trbv1	125	chr18	13570400	1
Trbv1	125	chr5	64005800	1
Trbv1	125	chr11	70356000	0.398963
Trbv1	125	chr9	55591000	0.0636515
Trbv1	125	chr2	170963200	1
Trbv1	125	chr10	89735000	1
Trbv1	125	chr10	52800600	1
Trbv1	125	chr2	176514600	1
Trbv1	125	chr4	21690000	1
Trbv1	125	chr5	93045800	1
Trbv1	125	chr9	120359600	1
Trbv1	125	chr7	60007400	1
Trbv1	125	chr3	151418400	1
Trbv1	125	chr5	88880800	1
Trbv1	125	chr1	58827600	0.696195
Trbv1	125	chr10	55046400	1
Trbv1	125	chr4	15470600	1
Trbv1	125	chr8	74101200	1
Trbv1	125	chr11	66643400	1
Trbv1	125	chr9	80622600	1
Trbv1	125	chr5	37628800	1
Trbv1	125	chr8	101330600	1
Trbv1	125	chr7	76629800	1
Trbv1	125	chr6	93395000	1
Trbv1	125	chr10	105310800	1
Trbv1	125	chr16	71827400	1
Trbv1	125	chr17	80088800	1
Trbv1	125	chr8	65463000	1
Trbv1	125	chr12	29649200	1
Trbv1	125	chr15	32944800	1
Trbv1	125	chr10	5866400	1
Trbv1	125	chr1	23185800	1
Trbv1	125	chr15	85419600	0.522465
Trbv1	125	chr4	8906000	1
Trbv1	125	chr5	74331600	0.0579489
Trbv1	125	chr5	26435800	1
Trbv1	125	chr13	2485800	1
Trbv1	125	chr15	73190800	1
Trbv1	125	chr6	127582800	1
Trbv1	125	chr3	38766600	1
Trbv1	125	chr2	108906600	1
Trbv1	125	chr6	75353800	1
Trbv1	125	chr19	58053000	1
Trbv1	125	chr12	50790200	1
Trbv1	125	chr11	38211000	1
Trbv1	125	chr11	92083800	1
Trbv1	125	chr9	48331600	1
Trbv1	125	chr1	131433800	0.184599
Trbv1	125	chr8	27067800	1
Trbv1	125	chr3	114012800	1
Trbv1	125	chr15	17748200	1
Trbv1	125	chr19	58077800	1
Trbv1	125	chr15	57681400	1
Trbv1	125	chr19	39634400	1
Trbv1	125	chr7	20622200	1
Trbv1	125	chr6	49647400	1
Trbv1	125	chr13	10108200	1
Trbv1	125	chr7	69496200	1
Trbv1	125	chr2	85617600	1
Trbv1	125	chr3	39205400	1
Trbv1	125	chr1	176550600	1
Trbv1	125	chr4	30357800	1
Trbv1	125	chr10	38070000	1
Trbv1	125	chr14	89898400	1
Trbv1	125	chr2	90159800	1
Trbv1	125	chr4	131422400	1
Trbv1	125	chr9	104465000	1
Trbv1	125	chr9	51065000	1
Trbv1	125	chr13	80606200	1
Trbv1	125	chr1	141820200	1
Trbv1	125	chr8	47763400	1
Trbv1	125	chr5	140876600	0.128438
Trbv1	125	chr10	110077200	1
Trbv1	125	chr13	82833600	1
Trbv1	125	chr10	111217200	1
Trbv1	125	chr17	28912000	1
Trbv1	125	chr15	60849600	1
Trbv1	125	chr5	88196600	1
Trbv1	125	chr8	64357600	1
Trbv1	125	chr2	4116600	1
Trbv1	125	chr17	37530600	1
Trbv1	125	chr9	49249600	1
Trbv1	125	chr5	26857000	1
Trbv1	125	chr3	4727200	1
Trbv1	125	chr17	64998200	1
Trbv1	125	chr5	68330200	1
Trbv1	125	chr14	70537600	1
Trbv1	125	chr4	1591000	1
Trbv1	125	chr11	63967800	1
Trbv1	125	chr19	38792400	0.154989
Trbv1	125	chr9	109125800	1
Trbv1	125	chr13	57535800	1
Trbv1	125	chr17	48806400	1
Trbv1	125	chr18	65189800	0.0794052
Trbv1	125	chr12	55655600	0.213921
Trbv1	125	chr2	157456200	1
Trbv1	125	chr13	97035400	1
Trbv1	125	chr8	56667200	1
Trbv1	125	chr9	51876200	1
Trbv1	125	chr19	58814400	1
Trbv1	125	chr5	124148000	1
Trbv1	125	chr13	88532800	1
Trbv1	125	chr6	779600	1
Trbv1	125	chr1	24523200	1
Trbv1	125	chr19	30372400	1
Trbv1	125	chr10	43051200	1
Trbv1	125	chr7	141477800	1
Trbv1	125	chr12	77622600	1
Trbv1	125	chr8	11225400	1
Trbv1	125	chr12	32211600	1
Trbv1	125	chr15	96217000	1
Trbv1	125	chr1	10893600	1
Trbv1	125	chr1	72661400	1
Trbv1	125	chr2	169033400	1
Trbv1	125	chr11	82600400	1
Trbv1	125	chr12	995000	1
Trbv1	125	chr13	103773400	1
Trbv1	125	chr12	45628000	1
Trbv1	125	chr4	7756600	1
Trbv1	125	chr9	29704000	1
Trbv1	125	chr1	166968600	1
Trbv1	125	chr10	34414400	1
Trbv1	125	chr1	132582000	1
Trbv1	125	chr6	104690600	1
Trbv1	125	chr11	108598000	1
Trbv1	125	chr4	64984600	1
Trbv1	125	chr6	127774400	1
Trbv1	125	chr15	93441000	1
Trbv1	125	chr14	37532200	1
Trbv1	125	chr6	17515200	0.12532
Trbv1	125	chr16	27320600	1
Trbv1	125	chr3	108271200	0.542308
Trbv1	125	chr5	13535800	1
Trbv1	125	chr11	52354200	1
Trbv1	125	chr19	48999800	1
Trbv1	125	chr5	117733800	0.234496
Trbv1	125	chr2	74639200	1
Trbv1	125	chr14	23799000	1
Trbv1	125	chr11	121213800	1
Trbv1	125	chr14	49064800	0.411047
Trbv1	125	chr17	21385600	0.333949
Trbv1	125	chr2	90181600	1
Trbv1	125	chr6	12992400	1
Trbv1	125	chr3	11494400	1
Trbv1	125	chr1	59321000	1
Trbv1	125	chr9	56367200	0.748209
Trbv1	125	chr5	68366200	1
Trbv1	125	chr18	37795200	1
Trbv1	125	chr13	65459400	1
Trbv1	125	chr5	52629800	0.255159
Trbv1	125	chr4	139629800	1
Trbv1	125	chr5	135158800	1
Trbv1	125	chr8	117391200	1
Trbv1	125	chr13	26317000	1
Trbv1	125	chr9	73119600	1
Trbv1	125	chr5	129647800	0.0942607
Trbv1	125	chr5	36989200	1
Trbv1	125	chr3	55918400	1
Trbv1	125	chr5	132688200	1
Trbv1	125	chr8	32388200	1
Trbv1	125	chr12	94610600	1
Trbv1	125	chr7	125253800	1
Trbv1	125	chr19	29293200	1
Trbv1	125	chr11	31365200	1
Trbv1	125	chr17	76898400	1
Trbv1	125	chr12	56629600	1
Trbv1	125	chr8	24455400	1
Trbv1	125	chr2	77406600	1
Trbv1	125	chr18	59117600	1
Trbv1	125	chr10	122182400	1
Trbv1	125	chr1	84489800	1
Trbv1	125	chr18	66632400	1
Trbv1	125	chr1	20809800	1
Trbv1	125	chr4	89084200	1
Trbv1	125	chr7	9819800	1
Trbv1	125	chr10	102959200	1
Trbv1	125	chr1	61515400	1
Trbv1	125	chr2	115285400	1
Trbv1	125	chr1	75193600	1
Trbv1	125	chr11	54578000	0.0236628
Trbv1	125	chr5	74724400	1
Trbv1	125	chr7	57520800	1
Trbv1	125	chr1	56859200	1
Trbv1	125	chr16	11249200	1
Trbv1	125	chr1	21750000	0.373281
Trbv1	125	chr10	66764200	1
Trbv1	125	chr5	62470200	1
Trbv1	125	chr12	51706000	1
Trbv1	125	chr15	55001000	0.00297061
Trbv1	125	chr5	39931200	1
Trbv1	125	chr4	142882600	1
Trbv1	125	chr11	58554600	1
Trbv1	125	chr4	116028800	0.172749
Trbv1	125	chr17	31695600	1
Trbv1	125	chr1	96843800	1
Trbv1	125	chr11	56362000	1
Trbv1	125	chr2	109443000	1
Vbeta_cluster_main	1250	chr12	78351200	3.13678e-05
Vbeta_cluster_main	1250	chr15	45666600	1
Vbeta_cluster_main	1250	chr11	25032000	1
Vbeta_cluster_main	1250	chr19	6042400	0.491219
Vbeta_cluster_main	1250	chr13	85976800	0.145367
Vbeta_cluster_main	1250	chr2	152534800	1
Vbeta_cluster_main	1250	chr17	60694800	1
Vbeta_cluster_main	1250	chr15	56316400	1
Vbeta_cluster_main	1250	chr4	69439600	1
Vbeta_cluster_main	1250	chr8	114736000	1
Vbeta_cluster_main	1250	chr15	7132200	1
Vbeta_cluster_main	1250	chr9	20817400	1
Vbeta_cluster_main	1250	chr6	112857200	0.798264
Vbeta_cluster_main	1250	chr18	40666000	1
Vbeta_cluster_main	1250	chr12	106778200	1
Vbeta_cluster_main	1250	chr3	58100200	1
Vbeta_cluster_main	1250	chr1	91391000	1
Vbeta_cluster_main	1250	chr3	109185200	0.925722
Vbeta_cluster_main	1250	chr13	44309000	1
Vbeta_cluster_main	1250	chr5	146211200	0.28337
Vbeta_cluster_main	1250	chr6	12007400	0.53425
Vbeta_cluster_main	1250	chr3	75019200	1
Vbeta_cluster_main	1250	chr2	124744400	1
Vbeta_cluster_main	1250	chr4	74511600	1
Vbeta_cluster_main	1250	chr9	116740200	1
Vbeta_cluster_main	1250	chr15	45201400	1
Vbeta_cluster_main	1250	chr11	11978800	1
Vbeta_cluster_main	1250	chr15	32453400	1
Vbeta_cluster_main	1250	chr12	100970000	0.785537
Vbeta_cluster_main	1250	chr5	58948400	1
Vbeta_cluster_main	1250	chr11	77402600	0.0273552
Vbeta_cluster_main	1250	chr3	22717600	1
Vbeta_cluster_main	1250	chr1	155523400	0.000142902
Vbeta_cluster_main	1250	chr9	97595000	1
Vbeta_cluster_main	1250	chr11	33844400	0.0128819
Vbeta_cluster_main	1250	chr7	113429000	0.171784
Vbeta_cluster_main	1250	chr8	5153400	1
Vbeta_cluster_main	1250	chr2	25430200	1
Vbeta_cluster_main	1250	chr9	81417600	1
Vbeta_cluster_main	1250	chr8	60919800	0.0014721
Vbeta_cluster_main	1250	chr13	69008200	1
Vbeta_cluster_main	1250	chr8	82033400	0.256379
Vbeta_cluster_main	1250	chr8	102737000	0.182125
Vbeta_cluster_main	1250	chr1	59354800	0.931454
Vbeta_cluster_main	1250	chr7	142319000	1
Vbeta_cluster_main	1250	chr7	31139400	0.182125
Vbeta_cluster_main	1250	chr15	3998800	0.0800588
Vbeta_cluster_main	1250	chr1	45779800	0.547083
Vbeta_cluster_main	1250	chr4	143016600	1
Vbeta_cluster_main	1250	chr9	36768800	1
Vbeta_cluster_main	1250	chr8	65160400	1
Vbeta_cluster_main	1250	chr9	97266200	1
Vbeta_cluster_main	1250	chr7	60698400	1
Vbeta_cluster_main	1250	chr3	129711000	0.00715993
Vbeta_cluster_main	1250	chr1	20734000	0.293452
Vbeta_cluster_main	1250	chr13	11300400	1
Vbeta_cluster_main	1250	chr7	103704400	1
Vbeta_cluster_main	1250	chr10	21143400	1.74997e-10
Vbeta_cluster_main	1250	chr2	90556600	0.711768
Vbeta_cluster_main	1250	chr7	100732400	0.195439
Vbeta_cluster_main	1250	chr6	35963200	1
Vbeta_cluster_main	1250	chr9	37772000	1
Vbeta_cluster_main	1250	chr6	143268200	1
Vbeta_cluster_main	1250	chr2	16081600	1
Vbeta_cluster_main	1250	chr18	32904400	0.0513133
Vbeta_cluster_main	1250	chr11	110680800	1
Vbeta_cluster_main	1250	chr4	119132600	0.607436
Vbeta_cluster_main	1250	chr11	96137200	0.712824
Vbeta_cluster_main	1250	chr4	70052800	1
Vbeta_cluster_main	1250	chr2	81112200	1
Vbeta_cluster_main	1250	chr7	130969200	1
Vbeta_cluster_main	1250	chr3	115448800	1
Vbeta_cluster_main	1250	chr14	38498800	1
Vbeta_cluster_main	1250	chr3	74202800	1
Vbeta_cluster_main	1250	chr13	102544200	0.303391
Vbeta_cluster_main	1250	chr11	80973600	1
Vbeta_cluster_main	1250	chr9	53881800	1
Vbeta_cluster_main	1250	chr14	11854200	1
Vbeta_cluster_main	1250	chr2	117844800	1
Vbeta_cluster_main	1250	chr7	114304000	2.53354e-05
Vbeta_cluster_main	1250	chr10	5580200	1
Vbeta_cluster_main	1250	chr5	100205200	1
Vbeta_cluster_main	1250	chr2	26279800	0.055495
Vbeta_cluster_main	1250	chr14	98576000	1
Vbeta_cluster_main	1250	chr17	16235000	1
Vbeta_cluster_main	1250	chr14	55616400	0.182125
Vbeta_cluster_main	1250	chr14	43451200	1
Vbeta_cluster_main	1250	chr1	30071600	1
Vbeta_cluster_main	1250	chr10	125007800	0.491219
Vbeta_cluster_main	1250	chr12	8226800	0.931299
Vbeta_cluster_main	1250	chr10	10869600	1
Vbeta_cluster_main	1250	chr10	57885800	1
Vbeta_cluster_main	1250	chr14	116644800	1
Vbeta_cluster_main	1250	chr10	105177000	0.00351227
Vbeta_cluster_main	1250	chr5	40751800	1
Vbeta_cluster_main	1250	chr8	109697400	0.28337
Vbeta_cluster_main	1250	chr1	86019200	0.632787
Vbeta_cluster_main	1250	chr15	1401200	1
Vbeta_cluster_main	1250	chr2	162792600	0.348578
Vbeta_cluster_main	1250	chr8	41051400	1
Vbeta_cluster_main	1250	chr11	13323400	1
Vbeta_cluster_main	1250	chr4	38148800	0.491219
Vbeta_cluster_main	1250	chr13	79221800	1
Vbeta_cluster_main	1250	chr13	38369800	0.931239
Vbeta_cluster_main	1250	chr17	10345400	1
Vbeta_cluster_main	1250	chr4	37261000	1
Vbeta_cluster_main	1250	chr8	5442000	1
Vbeta_cluster_main	1250	chr6	46470400	1
Vbeta_cluster_main	1250	chr12	99194800	1
Vbeta_cluster_main	1250	chr5	30886600	1
Vbeta_cluster_main	1250	chr5	144271000	1
Vbeta_cluster_main	1250	chr10	117887400	1
Vbeta_cluster_main	1250	chr17	24098200	0.617387
Vbeta_cluster_main	1250	chr3	85197000	0.711079
Vbeta_cluster_main	1250	chr7	6751600	1
Vbeta_cluster_main	1250	chr19	9628400	0.00182333
Vbeta_cluster_main	1250	chr13	107143600	1
Vbeta_cluster_main	1250	chr16	22365800	0.783995
Vbeta_cluster_main	1250	chr8	115205600	0.00491825
Vbeta_cluster_main	1250	chr5	3573400	0.149685
Vbeta_cluster_main	1250	chr9	95782600	0.247039
Vbeta_cluster_main	1250	chr6	132028000	1
Vbeta_cluster_main	1250	chr13	11899200	1
Vbeta_cluster_main	1250	chr4	1376600	1
Vbeta_cluster_main	1250	chr4	146330800	6.33495e-10
Vbeta_cluster_main	1250	chr2	12471000	1
Vbeta_cluster_main	1250	chr2	150818200	0.00407674
Vbeta_cluster_main	1250	chr3	58994200	0.92728
Vbeta_cluster_main	1250	chr16	58678600	0.676069
Vbeta_cluster_main	1250	chr3	45098200	1
Vbeta_cluster_main	1250	chr12	37317800	1
Vbeta_cluster_main	1250	chr18	45127000	1
Vbeta_cluster_main	1250	chr2	91151800	0.0388755
Vbeta_cluster_main	1250	chr1	34438200	1
Vbeta_cluster_main	1250	chr2	41833800	0.145367
Vbeta_cluster_main	1250	chr11	117989400	1
Vbeta_cluster_main	1250	chr10	15972000	1
Vbeta_cluster_main	1250	chr11	93110600	1
Vbeta_cluster_main	1250	chr3	93072000	1
Vbeta_cluster_main	1250	chr12	3613200	0.0038165
Vbeta_cluster_main	1250	chr13	86107200	1
Vbeta_cluster_main	1250	chr2	78822200	0.399426
Vbeta_cluster_main	1250	chr17	12191800	0.1443
Vbeta_cluster_main	1250	chr6	145444400	1
Vbeta_cluster_main	1250	chr10	39697600	1.56571e-06
Vbeta_cluster_main	1250	chr9	38821400	1
Vbeta_cluster_main	1250	chr5	144721000	0.145367
Vbeta_cluster_main	1250	chr17	47613000	0.685716
Vbeta_cluster_main	1250	chr8	3691600	0.491219
Vbeta_cluster_main	1250	chr9	104153600	0.218469
Vbeta_cluster_main	1250	chr2	19685800	1
Vbeta_cluster_main	1250	chr7	1009600	1
Vbeta_cluster_main	1250	chr14	120127200	1
Vbeta_cluster_main	1250	chr17	69874200	1
Vbeta_cluster_main	1250	chr10	104698800	1
Vbeta_cluster_main	1250	chr12	101439400	1
Vbeta_cluster_main	1250	chr2	3388400	0.00528563
Vbeta_cluster_main	1250	chr15	26233000	1
Vbeta_cluster_main	1250	chr4	124410400	1
Vbeta_cluster_main	1250	chr8	98734200	1
Vbeta_cluster_main	1250	chr16	59158200	1
Vbeta_cluster_main	1250	chr14	36141200	1
Vbeta_cluster_main	1250	chr6	61573200	1
Vbeta_cluster_main	1250	chr7	16738600	1
Vbeta_cluster_main	1250	chr16	63818800	1
Vbeta_cluster_main	1250	chr7	76989600	1
Vbeta_cluster_main	1250	chr4	38832400	1
Vbeta_cluster_main	1250	chr13	100686600	0.0317317
Vbeta_cluster_main	1250	chr2	148115400	1
Vbeta_cluster_main	1250	chr1	92931000	1
Vbeta_cluster_main	1250	chr2	108249800	1
Vbeta_cluster_main	1250	chr15	33063200	0.099401
Vbeta_cluster_main	1250	chr2	56796000	1
Vbeta_cluster_main	1250	chr17	56688000	1
Vbeta_cluster_main	1250	chr5	25093600	0.624204
Vbeta_cluster_main	1250	chr3	72751200	0.321632
Vbeta_cluster_main	1250	chr1	22476000	1
Vbeta_cluster_main	1250	chr1	37932400	0.00865375
Vbeta_cluster_main	1250	chr1	34198800	0.055495
Vbeta_cluster_main	1250	chr14	64280200	0.168936
Vbeta_cluster_main	1250	chr6	101833400	1
Vbeta_cluster_main	1250	chr5	148670800	0.658088
