real_region	n_bins	null_chrom	null_start	p_combined
Trbv1	125	chr16	22131600	0.727554
Trbv1	125	chr8	115329200	1
Trbv1	125	chr5	3453200	1
Trbv1	125	chr9	95752000	0.217373
Trbv1	125	chr6	132213800	0.417526
Trbv1	125	chr13	11871600	1
Trbv1	125	chr4	1680600	1
Trbv1	125	chr4	146507400	0.42581
Trbv1	125	chr2	12423800	0.743205
Trbv1	125	chr2	150624600	0.562413
Trbv1	125	chr3	58483000	0.742197
Trbv1	125	chr16	58846000	1
Trbv1	125	chr3	44776800	0.617194
Trbv1	125	chr12	37201800	1
Trbv1	125	chr18	45580600	0.627205
Trbv1	125	chr2	91505600	0.678103
Trbv1	125	chr1	34643800	0.634686
Trbv1	125	chr2	41838600	0.64723
Trbv1	125	chr11	118005800	1
Trbv1	125	chr10	16347800	0.762918
Trbv1	125	chr11	93010800	0.137689
Trbv1	125	chr3	92963000	0.627205
Trbv1	125	chr12	3452400	1
Trbv1	125	chr13	85853400	1
Trbv1	125	chr2	79274400	0.738351
Trbv1	125	chr17	12236600	0.613742
Trbv1	125	chr6	145302000	0.705001
Trbv1	125	chr10	39696800	1
Trbv1	125	chr9	39475600	0.711016
Trbv1	125	chr5	144732800	0.376841
Trbv1	125	chr17	47199400	0.621028
Trbv1	125	chr8	3858200	0.417526
Trbv1	125	chr9	104630000	0.298739
Trbv1	125	chr2	20050600	1
Trbv1	125	chr7	1072200	1
Trbv1	125	chr14	120181800	1
Trbv1	125	chr17	70275800	1
Trbv1	125	chr10	104852400	0.685285
Trbv1	125	chr12	101809200	1
Trbv1	125	chr2	3243200	0.0421998
Trbv1	125	chr15	25869600	0.495066
Trbv1	125	chr4	124687800	1
Trbv1	125	chr8	98636000	0.390705
Trbv1	125	chr16	59425400	0.0481952
Trbv1	125	chr14	36317200	1
Trbv1	125	chr6	61762600	1
Trbv1	125	chr7	17260600	1
Trbv1	125	chr16	63520200	1
Trbv1	125	chr7	77429600	1
Trbv1	125	chr4	39344400	0.571986
Trbv1	125	chr13	101075800	0.747734
Trbv1	125	chr2	148318800	1
Trbv1	125	chr1	92643800	1
Trbv1	125	chr2	108316600	1
Trbv1	125	chr15	33284400	0.740106
Trbv1	125	chr2	56367400	0.606216
Trbv1	125	chr17	56631600	1
Trbv1	125	chr5	25825800	1
Trbv1	125	chr3	72745600	1
Trbv1	125	chr1	22627200	0.698718
Trbv1	125	chr1	38503600	1
Trbv1	125	chr1	34154800	1
Trbv1	125	chr14	64789600	1
Trbv1	125	chr6	102066800	1
Trbv1	125	chr5	149444000	1
Trbv1	125	chr16	49892800	1
Trbv1	125	chr15	55551200	1
Trbv1	125	chr3	7104400	0.606668
Trbv1	125	chr4	35789400	1
Trbv1	125	chr14	31335800	1
Trbv1	125	chr7	41570800	0.00702347
Trbv1	125	chr6	7972800	1
Trbv1	125	chr8	115385800	1
Trbv1	125	chr15	11255400	0.290646
Trbv1	125	chr1	79190200	0.685285
Trbv1	125	chr2	167925200	1
Trbv1	125	chr15	82948000	1
Trbv1	125	chr19	55091400	1
Trbv1	125	chr12	69154800	1
Trbv1	125	chr9	97066600	1
Trbv1	125	chr12	88686400	0.208784
Trbv1	125	chr8	17929800	1
Trbv1	125	chr10	125976800	1
Trbv1	125	chr7	124639800	1
Trbv1	125	chr6	102957600	1
Trbv1	125	chr4	100020000	1
Trbv1	125	chr2	78966400	0.311962
Trbv1	125	chr7	69164600	0.595592
Trbv1	125	chr4	53313800	0.770125
Trbv1	125	chr6	55490000	1
Trbv1	125	chr5	66102200	0.219989
Trbv1	125	chr11	46741800	0.79404
Trbv1	125	chr5	120407200	0.165055
Trbv1	125	chr17	89973800	1
Trbv1	125	chr10	100420000	0.495066
Trbv1	125	chr8	42282200	1
Trbv1	125	chr15	50466200	0.727554
Trbv1	125	chr12	77986200	0.81707
Trbv1	125	chr8	98845400	1
Trbv1	125	chr5	96180000	0.325544
Trbv1	125	chr13	4599800	1
Trbv1	125	chr11	24548200	0.581119
Trbv1	125	chr16	89604200	1
Trbv1	125	chr14	17238000	0.519108
Trbv1	125	chr2	113556000	1
Trbv1	125	chr2	131839400	1
Trbv1	125	chr17	68768600	1
Trbv1	125	chr18	12968800	0.696686
Trbv1	125	chr12	49307400	0.450718
Trbv1	125	chr12	71560800	0.716777
Trbv1	125	chr12	111596600	1
Trbv1	125	chr4	147554800	0.405403
Trbv1	125	chr14	6766600	1
Trbv1	125	chr14	12065600	0.722296
Trbv1	125	chr3	20887600	0.404007
Trbv1	125	chr14	70587800	1
Trbv1	125	chr10	88666600	0.705001
Trbv1	125	chr13	62974200	1
Trbv1	125	chr12	62062200	1
Trbv1	125	chr14	61386000	1
Trbv1	125	chr17	79516800	1
Trbv1	125	chr2	22223800	0.4221
Trbv1	125	chr2	88971000	0.376255
Trbv1	125	chr7	95907000	0.260346
Trbv1	125	chr12	25272600	0.746681
Trbv1	125	chr5	101721200	1
Trbv1	125	chr16	79570800	0.417526
Trbv1	125	chr4	118828200	0.742197
Trbv1	125	chr6	79506000	1
Trbv1	125	chr3	50370000	0.025195
Trbv1	125	chr2	15948600	0.247923
Trbv1	125	chr7	135654200	1
Trbv1	125	chr6	19712400	1
Trbv1	125	chr8	93880200	1
Trbv1	125	chr17	34235800	0.247923
Trbv1	125	chr10	101421800	1
Trbv1	125	chr6	97298600	0.00686742
Trbv1	125	chr11	120161400	1
Trbv1	125	chr18	38099600	1
Trbv1	125	chr15	12517400	0.225802
Trbv1	125	chr9	15203000	0.00758082
Trbv1	125	chr14	15954000	0.352146
Trbv1	125	chr11	66621400	0.716777
Trbv1	125	chr7	1991400	1
Trbv1	125	chr15	44659600	0.28199
Trbv1	125	chr7	42778200	1
Trbv1	125	chr7	2161400	1
Trbv1	125	chr17	29066800	0.0688657
Trbv1	125	chr12	65479200	1
Trbv1	125	chr19	7465000	1
Trbv1	125	chr16	66907600	1
Trbv1	125	chr15	29526600	0.64581
Trbv1	125	chr2	121061000	0.267418
Trbv1	125	chr9	123761200	0.423645
Trbv1	125	chr9	77954800	1
Trbv1	125	chr16	8963000	1
Trbv1	125	chr1	48267600	0.595592
Trbv1	125	chr2	44098000	1
Trbv1	125	chr12	96428600	1
Trbv1	125	chr17	19058400	0.544951
Trbv1	125	chr9	112890800	0.156613
Trbv1	125	chr1	7263400	1
Trbv1	125	chr1	159657200	0.705001
Trbv1	125	chr12	72283400	0.513146
Trbv1	125	chr4	44791400	0.65877
Trbv1	125	chr1	165692400	1
Trbv1	125	chr12	110698800	1
Trbv1	125	chr11	100185000	0.78077
Trbv1	125	chr1	163261600	0.0035484
Trbv1	125	chr3	18669800	0.634686
Trbv1	125	chr10	16803800	1
Trbv1	125	chr13	65963400	1
Trbv1	125	chr15	65754800	0.57199
Trbv1	125	chr3	117004200	0.595592
Trbv1	125	chr3	2711000	1
Trbv1	125	chr11	33032200	0.700649
Trbv1	125	chr19	45482400	1
Trbv1	125	chr1	119247200	1
Trbv1	125	chr14	816800	1
Trbv1	125	chr16	4790400	0.0297095
Trbv1	125	chr11	50138000	1
Trbv1	125	chr2	32140200	1
Trbv1	125	chr3	156637400	1
Trbv1	125	chr7	79276800	1
Trbv1	125	chr9	97079000	1
Trbv1	125	chr14	56233400	0.0233525
Trbv1	125	chr18	13570400	0.684781
Trbv1	125	chr5	64005800	0.170805
Trbv1	125	chr11	70356000	1
Trbv1	125	chr9	55591000	1
Trbv1	125	chr2	170963200	1
Trbv1	125	chr10	89735000	1
Trbv1	125	chr10	52800600	1
Trbv1	125	chr2	176514600	1
Trbv1	125	chr4	21690000	0.0185318
Trbv1	125	chr5	93045800	0.390705
Trbv1	125	chr9	120359600	0.345677
Trbv1	125	chr7	60007400	1
Trbv1	125	chr3	151418400	1
Trbv1	125	chr5	88880800	1
Trbv1	125	chr1	58827600	0.412853
Trbv1	125	chr10	55046400	1
Trbv1	125	chr4	15470600	1
Trbv1	125	chr8	74101200	0.465929
Trbv1	125	chr11	66643400	0.243626
Trbv1	125	chr9	80622600	0.305999
Trbv1	125	chr5	37628800	0.73266
Trbv1	125	chr8	101330600	1
Trbv1	125	chr7	76629800	0.250558
Trbv1	125	chr6	93395000	0.558656
Trbv1	125	chr10	105310800	1
Trbv1	125	chr16	71827400	1
Trbv1	125	chr17	80088800	0.737527
Trbv1	125	chr8	65463000	1
Trbv1	125	chr12	29649200	1
Trbv1	125	chr15	32944800	0.746681
Trbv1	125	chr10	5866400	0.79404
Trbv1	125	chr1	23185800	0.242414
Trbv1	125	chr15	85419600	0.67922
Trbv1	125	chr4	8906000	0.791427
Trbv1	125	chr5	74331600	0.188428
Trbv1	125	chr5	26435800	0.236558
Trbv1	125	chr13	2485800	1
Trbv1	125	chr15	73190800	1
Trbv1	125	chr6	127582800	1
Trbv1	125	chr3	38766600	0.788715
Trbv1	125	chr2	108906600	1
Trbv1	125	chr6	75353800	0.617194
Trbv1	125	chr19	58053000	1
Trbv1	125	chr12	50790200	0.530754
Trbv1	125	chr11	38211000	0.481118
Trbv1	125	chr11	92083800	0.581119
Trbv1	125	chr9	48331600	0.796108
Trbv1	125	chr1	131433800	0.270729
Trbv1	125	chr8	27067800	1
Trbv1	125	chr3	114012800	1
Trbv1	125	chr15	17748200	0.493936
Trbv1	125	chr19	58077800	1
Trbv1	125	chr15	57681400	0.755122
Trbv1	125	chr19	39634400	1
Trbv1	125	chr7	20622200	1
Trbv1	125	chr6	49647400	0.815601
Trbv1	125	chr13	10108200	0.191402
Trbv1	125	chr7	69496200	0.374559
Trbv1	125	chr2	85617600	0.519108
Trbv1	125	chr3	39205400	1
Trbv1	125	chr1	176550600	1
Trbv1	125	chr4	30357800	0.480314
Trbv1	125	chr10	38070000	0.289609
Trbv1	125	chr14	89898400	1
Trbv1	125	chr2	90159800	1
Trbv1	125	chr4	131422400	1
Trbv1	125	chr9	104465000	1
Trbv1	125	chr9	51065000	0.627538
Trbv1	125	chr13	80606200	0.434611
Trbv1	125	chr1	141820200	0.390705
Trbv1	125	chr8	47763400	0.25859
Trbv1	125	chr5	140876600	0.727587
Trbv1	125	chr10	110077200	1
Trbv1	125	chr13	82833600	0.722296
Trbv1	125	chr10	111217200	1
Trbv1	125	chr17	28912000	1
Trbv1	125	chr15	60849600	0.89729
Trbv1	125	chr5	88196600	1
Trbv1	125	chr8	64357600	0.716777
Trbv1	125	chr2	4116600	0.738351
Trbv1	125	chr17	37530600	0.515113
Trbv1	125	chr9	49249600	0.6934
Trbv1	125	chr5	26857000	1
Trbv1	125	chr3	4727200	1
Trbv1	125	chr17	64998200	1
Trbv1	125	chr5	68330200	1
Trbv1	125	chr14	70537600	1
Trbv1	125	chr4	1591000	1
Trbv1	125	chr11	63967800	1
Trbv1	125	chr19	38792400	1
Trbv1	125	chr9	109125800	0.763062
Trbv1	125	chr13	57535800	1
Trbv1	125	chr17	48806400	0.6934
Trbv1	125	chr18	65189800	0.223661
Trbv1	125	chr12	55655600	0.00559874
Trbv1	125	chr2	157456200	1
Trbv1	125	chr13	97035400	0.489674
Trbv1	125	chr8	56667200	1
Trbv1	125	chr9	51876200	0.85397
Trbv1	125	chr19	58814400	1
Trbv1	125	chr5	124148000	1
Trbv1	125	chr13	88532800	1
Trbv1	125	chr6	779600	1
Trbv1	125	chr1	24523200	0.735793
Trbv1	125	chr19	30372400	0.493249
Trbv1	125	chr10	43051200	1
Trbv1	125	chr7	141477800	1
Trbv1	125	chr12	77622600	0.816564
Trbv1	125	chr8	11225400	0.242414
Trbv1	125	chr12	32211600	0.724606
Trbv1	125	chr15	96217000	0.365217
Trbv1	125	chr1	10893600	0.253762
Trbv1	125	chr1	72661400	0.00399182
Trbv1	125	chr2	169033400	0.788715
Trbv1	125	chr11	82600400	1
Trbv1	125	chr12	995000	1
Trbv1	125	chr13	103773400	0.49013
Trbv1	125	chr12	45628000	1
Trbv1	125	chr4	7756600	0.435531
Trbv1	125	chr9	29704000	0.211
Trbv1	125	chr1	166968600	0.698718
Trbv1	125	chr10	34414400	1
Trbv1	125	chr1	132582000	1
Trbv1	125	chr6	104690600	0.481565
Trbv1	125	chr11	108598000	0.773101
Trbv1	125	chr4	64984600	1
Trbv1	125	chr6	127774400	0.00249741
Trbv1	125	chr15	93441000	1
Trbv1	125	chr14	37532200	1
Trbv1	125	chr6	17515200	1
Trbv1	125	chr16	27320600	0.188724
Trbv1	125	chr3	108271200	0.634686
Trbv1	125	chr5	13535800	0.653119
Trbv1	125	chr11	52354200	1
Trbv1	125	chr19	48999800	0.541829
Trbv1	125	chr5	117733800	0.225213
Trbv1	125	chr2	74639200	1
Trbv1	125	chr14	23799000	0.683845
Trbv1	125	chr11	121213800	1
Trbv1	125	chr14	49064800	1
Trbv1	125	chr17	21385600	0.688292
Trbv1	125	chr2	90181600	1
Trbv1	125	chr6	12992400	0.664195
Trbv1	125	chr3	11494400	1
Trbv1	125	chr1	59321000	1
Trbv1	125	chr9	56367200	0.733144
Trbv1	125	chr5	68366200	0.262058
Trbv1	125	chr18	37795200	1
Trbv1	125	chr13	65459400	1
Trbv1	125	chr5	52629800	0.481118
Trbv1	125	chr4	139629800	1
Trbv1	125	chr5	135158800	1
Trbv1	125	chr8	117391200	1
Trbv1	125	chr13	26317000	0.481565
Trbv1	125	chr9	73119600	1
Trbv1	125	chr5	129647800	0.636734
Trbv1	125	chr5	36989200	0.180596
Trbv1	125	chr3	55918400	1
Trbv1	125	chr5	132688200	1
Trbv1	125	chr8	32388200	1
Trbv1	125	chr12	94610600	1
Trbv1	125	chr7	125253800	1
Trbv1	125	chr19	29293200	0.108634
Trbv1	125	chr11	31365200	1
Trbv1	125	chr17	76898400	1
Trbv1	125	chr12	56629600	1
Trbv1	125	chr8	24455400	0.636734
Trbv1	125	chr2	77406600	0.654461
Trbv1	125	chr18	59117600	1
Trbv1	125	chr10	122182400	1
Trbv1	125	chr1	84489800	0.481118
Trbv1	125	chr18	66632400	1
Trbv1	125	chr1	20809800	1
Trbv1	125	chr4	89084200	0.547625
Trbv1	125	chr7	9819800	1
Trbv1	125	chr10	102959200	1
Trbv1	125	chr1	61515400	1
Trbv1	125	chr2	115285400	1
Trbv1	125	chr1	75193600	1
Trbv1	125	chr11	54578000	0.595111
Trbv1	125	chr5	74724400	0.28199
Trbv1	125	chr7	57520800	1
Trbv1	125	chr1	56859200	0.67441
Trbv1	125	chr16	11249200	1
Trbv1	125	chr1	21750000	0.595111
Trbv1	125	chr10	66764200	0.0154855
Trbv1	125	chr5	62470200	0.149731
Trbv1	125	chr12	51706000	1
Trbv1	125	chr15	55001000	0.198002
Trbv1	125	chr5	39931200	0.606216
Trbv1	125	chr4	142882600	1
Trbv1	125	chr11	58554600	0.833322
Trbv1	125	chr4	116028800	0.664195
Trbv1	125	chr17	31695600	0.613742
Trbv1	125	chr1	96843800	0.519108
Trbv1	125	chr11	56362000	0.39415
Trbv1	125	chr2	109443000	1
Vbeta_cluster_main	1250	chr12	78351200	7.53777e-12
Vbeta_cluster_main	1250	chr15	45666600	0.427469
Vbeta_cluster_main	1250	chr11	25032000	0.0193061
Vbeta_cluster_main	1250	chr19	6042400	0.477703
Vbeta_cluster_main	1250	chr13	85976800	0.0786631
Vbeta_cluster_main	1250	chr2	152534800	0.0203433
Vbeta_cluster_main	1250	chr17	60694800	0.681798
Vbeta_cluster_main	1250	chr15	56316400	0.304834
Vbeta_cluster_main	1250	chr4	69439600	0.61919
Vbeta_cluster_main	1250	chr8	114736000	1
Vbeta_cluster_main	1250	chr15	7132200	0.481574
Vbeta_cluster_main	1250	chr9	20817400	0.809563
Vbeta_cluster_main	1250	chr6	112857200	0.357063
Vbeta_cluster_main	1250	chr18	40666000	0.892675
Vbeta_cluster_main	1250	chr12	106778200	0.197713
Vbeta_cluster_main	1250	chr3	58100200	0.136964
Vbeta_cluster_main	1250	chr1	91391000	0.71082
Vbeta_cluster_main	1250	chr3	109185200	0.126744
Vbeta_cluster_main	1250	chr13	44309000	0.701697
Vbeta_cluster_main	1250	chr5	146211200	0.0713359
Vbeta_cluster_main	1250	chr6	12007400	0.0274361
Vbeta_cluster_main	1250	chr3	75019200	0.00696292
Vbeta_cluster_main	1250	chr2	124744400	0.307476
Vbeta_cluster_main	1250	chr4	74511600	0.745559
Vbeta_cluster_main	1250	chr9	116740200	0.671008
Vbeta_cluster_main	1250	chr15	45201400	0.339986
Vbeta_cluster_main	1250	chr11	11978800	0.0201745
Vbeta_cluster_main	1250	chr15	32453400	0.725603
Vbeta_cluster_main	1250	chr12	100970000	0.00741985
Vbeta_cluster_main	1250	chr5	58948400	0.491421
Vbeta_cluster_main	1250	chr11	77402600	0.0532653
Vbeta_cluster_main	1250	chr3	22717600	0.653959
Vbeta_cluster_main	1250	chr1	155523400	6.39815e-05
Vbeta_cluster_main	1250	chr9	97595000	0.446354
Vbeta_cluster_main	1250	chr11	33844400	0.585779
Vbeta_cluster_main	1250	chr7	113429000	0.280426
Vbeta_cluster_main	1250	chr8	5153400	0.733927
Vbeta_cluster_main	1250	chr2	25430200	0.513133
Vbeta_cluster_main	1250	chr9	81417600	0.114007
Vbeta_cluster_main	1250	chr8	60919800	0.50266
Vbeta_cluster_main	1250	chr13	69008200	0.558534
Vbeta_cluster_main	1250	chr8	82033400	0.608283
Vbeta_cluster_main	1250	chr8	102737000	0.515208
Vbeta_cluster_main	1250	chr1	59354800	0.450728
Vbeta_cluster_main	1250	chr7	142319000	0.78911
Vbeta_cluster_main	1250	chr7	31139400	0.000690947
Vbeta_cluster_main	1250	chr15	3998800	0.191239
Vbeta_cluster_main	1250	chr1	45779800	0.59982
Vbeta_cluster_main	1250	chr4	143016600	0.589255
Vbeta_cluster_main	1250	chr9	36768800	0.880163
Vbeta_cluster_main	1250	chr8	65160400	0.536404
Vbeta_cluster_main	1250	chr9	97266200	0.352063
Vbeta_cluster_main	1250	chr7	60698400	0.554029
Vbeta_cluster_main	1250	chr3	129711000	0.445269
Vbeta_cluster_main	1250	chr1	20734000	0.0202323
Vbeta_cluster_main	1250	chr13	11300400	0.810164
Vbeta_cluster_main	1250	chr7	103704400	0.614349
Vbeta_cluster_main	1250	chr10	21143400	0.000850349
Vbeta_cluster_main	1250	chr2	90556600	0.0475799
Vbeta_cluster_main	1250	chr7	100732400	0.128757
Vbeta_cluster_main	1250	chr6	35963200	0.354707
Vbeta_cluster_main	1250	chr9	37772000	0.307939
Vbeta_cluster_main	1250	chr6	143268200	0.228123
Vbeta_cluster_main	1250	chr2	16081600	0.698092
Vbeta_cluster_main	1250	chr18	32904400	0.11667
Vbeta_cluster_main	1250	chr11	110680800	0.00865212
Vbeta_cluster_main	1250	chr4	119132600	0.632886
Vbeta_cluster_main	1250	chr11	96137200	0.00929534
Vbeta_cluster_main	1250	chr4	70052800	0.975636
Vbeta_cluster_main	1250	chr2	81112200	0.797688
Vbeta_cluster_main	1250	chr7	130969200	0.0763717
Vbeta_cluster_main	1250	chr3	115448800	0.267316
Vbeta_cluster_main	1250	chr14	38498800	0.502851
Vbeta_cluster_main	1250	chr3	74202800	0.965077
Vbeta_cluster_main	1250	chr13	102544200	0.94588
Vbeta_cluster_main	1250	chr11	80973600	0.332623
Vbeta_cluster_main	1250	chr9	53881800	0.0443488
Vbeta_cluster_main	1250	chr14	11854200	0.950763
Vbeta_cluster_main	1250	chr2	117844800	0.171315
Vbeta_cluster_main	1250	chr7	114304000	0.00854563
Vbeta_cluster_main	1250	chr10	5580200	0.000337223
Vbeta_cluster_main	1250	chr5	100205200	0.424954
Vbeta_cluster_main	1250	chr2	26279800	0.10054
Vbeta_cluster_main	1250	chr14	98576000	0.647885
Vbeta_cluster_main	1250	chr17	16235000	0.681798
Vbeta_cluster_main	1250	chr14	55616400	0.975772
Vbeta_cluster_main	1250	chr14	43451200	0.778342
Vbeta_cluster_main	1250	chr1	30071600	0.549447
Vbeta_cluster_main	1250	chr10	125007800	0.225655
Vbeta_cluster_main	1250	chr12	8226800	0.81745
Vbeta_cluster_main	1250	chr10	10869600	0.605
Vbeta_cluster_main	1250	chr10	57885800	1
Vbeta_cluster_main	1250	chr14	116644800	0.807311
Vbeta_cluster_main	1250	chr10	105177000	0.728652
Vbeta_cluster_main	1250	chr5	40751800	0.00720827
Vbeta_cluster_main	1250	chr8	109697400	0.784071
Vbeta_cluster_main	1250	chr1	86019200	0.958918
Vbeta_cluster_main	1250	chr15	1401200	1
Vbeta_cluster_main	1250	chr2	162792600	0.304828
Vbeta_cluster_main	1250	chr8	41051400	0.361069
Vbeta_cluster_main	1250	chr11	13323400	0.351541
Vbeta_cluster_main	1250	chr4	38148800	0.947633
Vbeta_cluster_main	1250	chr13	79221800	0.470506
Vbeta_cluster_main	1250	chr13	38369800	0.0361798
Vbeta_cluster_main	1250	chr17	10345400	0.622633
Vbeta_cluster_main	1250	chr4	37261000	0.9739
Vbeta_cluster_main	1250	chr8	5442000	0.625769
Vbeta_cluster_main	1250	chr6	46470400	0.759461
Vbeta_cluster_main	1250	chr12	99194800	1
Vbeta_cluster_main	1250	chr5	30886600	0.899493
Vbeta_cluster_main	1250	chr5	144271000	0.00808339
Vbeta_cluster_main	1250	chr10	117887400	0.823653
Vbeta_cluster_main	1250	chr17	24098200	0.0728629
Vbeta_cluster_main	1250	chr3	85197000	0.0726814
Vbeta_cluster_main	1250	chr7	6751600	0.909462
Vbeta_cluster_main	1250	chr19	9628400	0.0787808
Vbeta_cluster_main	1250	chr13	107143600	0.243001
Vbeta_cluster_main	1250	chr16	22365800	0.581811
Vbeta_cluster_main	1250	chr8	115205600	0.0916439
Vbeta_cluster_main	1250	chr5	3573400	0.359327
Vbeta_cluster_main	1250	chr9	95782600	0.452923
Vbeta_cluster_main	1250	chr6	132028000	0.263162
Vbeta_cluster_main	1250	chr13	11899200	0.120051
Vbeta_cluster_main	1250	chr4	1376600	1
Vbeta_cluster_main	1250	chr4	146330800	6.28085e-09
Vbeta_cluster_main	1250	chr2	12471000	0.810841
Vbeta_cluster_main	1250	chr2	150818200	0.0160853
Vbeta_cluster_main	1250	chr3	58994200	0.872544
Vbeta_cluster_main	1250	chr16	58678600	0.0438393
Vbeta_cluster_main	1250	chr3	45098200	0.248561
Vbeta_cluster_main	1250	chr12	37317800	0.160812
Vbeta_cluster_main	1250	chr18	45127000	0.879041
Vbeta_cluster_main	1250	chr2	91151800	0.0254423
Vbeta_cluster_main	1250	chr1	34438200	0.347846
Vbeta_cluster_main	1250	chr2	41833800	0.0646088
Vbeta_cluster_main	1250	chr11	117989400	0.817396
Vbeta_cluster_main	1250	chr10	15972000	0.0529808
Vbeta_cluster_main	1250	chr11	93110600	0.515214
Vbeta_cluster_main	1250	chr3	93072000	0.157817
Vbeta_cluster_main	1250	chr12	3613200	0.68447
Vbeta_cluster_main	1250	chr13	86107200	0.7857
Vbeta_cluster_main	1250	chr2	78822200	0.881383
Vbeta_cluster_main	1250	chr17	12191800	0.445269
Vbeta_cluster_main	1250	chr6	145444400	0.25311
Vbeta_cluster_main	1250	chr10	39697600	0.372831
Vbeta_cluster_main	1250	chr9	38821400	0.902441
Vbeta_cluster_main	1250	chr5	144721000	0.892557
